objectid,parentid,item_code,title,commonname,class,order,suborder,family,bone_type,notes,location,subject,cabinet,source,rights,rightsstatement,type,format,group,display_template,language,object_location,image_small,image_thumb,
oc247,oc246,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1361.jpg,/objects/small/sc1361_sm.jpg,/objects/thumbs/sc1361_th.jpg,
oc248,oc246,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1361r.jpg,/objects/small/sc1361r_sm.jpg,/objects/thumbs/sc1361r_th.jpg,
oc249,,SC 1362,Delphinapterus leucas,Beluga Whale,Mammalia,Artiodactyla ,Odontoceti,Monodontidae,Baculum,Missing,,Mammal;Marine;Whale;Skull;missing,,,,,,,,,,,,,
oc250,,SC 1363,Delphinapterus leucas,Beluga Whale,Mammalia,Artiodactyla ,Odontoceti,Monodontidae,Forelimb Bones ,Species determination uncertain,,Mammal;Marine;Whale;Skull;Forlimb,,,,,,,,,,,,,
oc251,,SC 1393,Phocoenoides dalli,Dall's Porpoise,Mammalia,Artiodactyla ,Odontoceti,Phocoenidae,Lumbar Vertebrae,,,Mammal;Porpoise;Vertebrae,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc252,oc251,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1393.jpg,/objects/small/sc1393_sm.jpg,/objects/thumbs/sc1393_th.jpg,
oc253,oc251,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1393r.jpg,/objects/small/sc1393r_sm.jpg,/objects/thumbs/sc1393r_th.jpg,
oc254,,SC1001 ,Hippopotamus amphibious ,Hippopotamus ,Mammalia,Artiodactyla ,Whippomorpha,Hippopotamidae ,"Skull, mandible ",,,Mammal;Marine;Semi-Aquatic;Mounted;Skull;Mandible,,,,,,,,,,,,,
oc255,,SC 1076,Sus scrofa domesticus,Domestic Pig,Mammalia,Artiodactyla ,Suina ,Suidae,"Skull, mandible ",,,Mammal;Pig;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc256,oc255,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1076.jpg,/objects/small/sc1076_sm.jpg,/objects/thumbs/sc1076_th.jpg,
oc257,oc255,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1076r.jpg,/objects/small/sc1076r_sm.jpg,/objects/thumbs/sc1076r_th.jpg,
oc258,,SC 1373,Sus scrofa ,Wild Boar,Mammalia,Artiodactyla ,Suiformes ,Suidae,Rostrum,,,Mammal;Boar;Rostrum,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc259,oc258,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1373.jpg,/objects/small/sc1373_sm.jpg,/objects/thumbs/sc1373_th.jpg,
oc260,oc258,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1373r.jpg,/objects/small/sc1373r_sm.jpg,/objects/thumbs/sc1373r_th.jpg,
oc261,,SC 1033,Tayassu tajacu ,Collared Peccary ,Mammalia,Artiodactyla ,Suina,Tayassuidae ,Skull ,Skull is bleached ,,Mammal;Peccary;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc262,oc261,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1033.jpg,/objects/small/sc1033_sm.jpg,/objects/thumbs/sc1033_th.jpg,
oc263,oc261,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1033r.jpg,/objects/small/sc1033r_sm.jpg,/objects/thumbs/sc1033r_th.jpg,
oc264,,SC1003,Canis lupus familiaris ,Domestic Dog ,Mammalia,Carnivora ,Caniformia ,Canidae ,"Full skeleton, mounted",,,Mammal;Carnivore;Canine;Dog;Mounted;Skeleton,,,,,,,,,,,,,
oc265,,SC 1021,Canis lupus ,"Gray, Timber Wolf ",Mammalia,Carnivora ,Caniformia ,Canidae ,"Skull, mandible ",,,Mammal;Carnivore;Canine;Wolf;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc266,oc265,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1021.jpg,/objects/small/sc1021_sm.jpg,/objects/thumbs/sc1021_th.jpg,
oc267,oc265,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1021r.jpg,/objects/small/sc1021r_sm.jpg,/objects/thumbs/sc1021r_th.jpg,
oc268,,SC 1030,Canis lupus familiaris ,Bull Dog ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull ,,,Mammal;Carnivore;Canine;Dog;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc269,oc268,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1030.jpg,/objects/small/sc1030_sm.jpg,/objects/thumbs/sc1030_th.jpg,
oc270,oc268,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1030f.jpg,/objects/small/sc1030f_sm.jpg,/objects/thumbs/sc1030f_th.jpg,
oc271,oc268,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1030r.jpg,/objects/small/sc1030r_sm.jpg,/objects/thumbs/sc1030r_th.jpg,
oc272,,SC 1034,Canis lupus ,Wolf ,Mammalia,Carnivora ,Caniformia ,Canidae ,"Skull, mandible ",,,Mammal;Carnivore;Canine;Wolf;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc273,oc272,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1034.jpg,/objects/small/sc1034_sm.jpg,/objects/thumbs/sc1034_th.jpg,
oc274,oc272,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1034r.jpg,/objects/small/sc1034r_sm.jpg,/objects/thumbs/sc1034r_th.jpg,
oc275,,SC 1042,Canis lupus familiaris ,Domestic Dog ,Mammalia,Carnivora ,Caniformia ,Canidae ,"Skull, mandible ",,,Mammal;Carnivore;Canine;Dog;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc276,oc275,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1042.jpg,/objects/small/sc1042_sm.jpg,/objects/thumbs/sc1042_th.jpg,
oc277,oc275,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1042r.jpg,/objects/small/sc1042r_sm.jpg,/objects/thumbs/sc1042r_th.jpg,
oc278,,SC 1046,Urocyon cinereoargenteus,Gray Fox ,Mammalia,Carnivora ,Caniformia ,Canidae ,"Skull, mandible ",,,Mammal;Carnivore;Canine;Fox;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc279,oc278,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1046.jpg,/objects/small/sc1046_sm.jpg,/objects/thumbs/sc1046_th.jpg,
oc280,oc278,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1046r.jpg,/objects/small/sc1046r_sm.jpg,/objects/thumbs/sc1046r_th.jpg,
oc281,,SC 1048,Canis lupus familiaris ,Domestic Dog ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull ,Skull cap sawed off ,,Mammal;Carnivore;Canine;Dog;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc282,oc281,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1048.jpg,/objects/small/sc1048_sm.jpg,/objects/thumbs/sc1048_th.jpg,
oc283,oc281,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1048f.jpg,/objects/small/sc1048f_sm.jpg,/objects/thumbs/sc1048f_th.jpg,
oc284,oc281,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1048r.jpg,/objects/small/sc1048r_sm.jpg,/objects/thumbs/sc1048r_th.jpg,
oc285,,SC 1052,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull ,,,Mammal;Carnivore;Canine;Coyote;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc286,oc285,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1052.jpg,/objects/small/sc1052_sm.jpg,/objects/thumbs/sc1052_th.jpg,
oc287,oc285,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1052r.jpg,/objects/small/sc1052r_sm.jpg,/objects/thumbs/sc1052r_th.jpg,
oc288,,SC 1056,Urocyon cinereoargenteus,Gray Fox ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull ,,,Mammal;Carnivore;Canine;Fox;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc289,oc288,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1056.jpg,/objects/small/sc1056_sm.jpg,/objects/thumbs/sc1056_th.jpg,
oc290,oc288,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1056r.jpg,/objects/small/sc1056r_sm.jpg,/objects/thumbs/sc1056r_th.jpg,
oc291,,SC 1060,Canis lupus familiaris ,Domestic Dog ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull ,Left zygomatic process and left front part of rostrum broken ,,Mammal;Carnivore;Canine;Dog;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc292,oc291,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1060.jpg,/objects/small/sc1060_sm.jpg,/objects/thumbs/sc1060_th.jpg,
oc293,oc291,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1060r.jpg,/objects/small/sc1060r_sm.jpg,/objects/thumbs/sc1060r_th.jpg,
oc294,,SC 1061,Canis lupus familiaris ,Domestic Dog ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull,Rostrum broken ,,Mammal;Carnivore;Canine;Dog;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc295,oc294,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1061.jpg,/objects/small/sc1061_sm.jpg,/objects/thumbs/sc1061_th.jpg,
oc296,oc294,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1061r.jpg,/objects/small/sc1061r_sm.jpg,/objects/thumbs/sc1061r_th.jpg,
oc297,,SC 1071,Canis lupus familiaris ,Domestic Dog ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull ,,,Mammal;Carnivore;Canine;Dog;Skull,,,,,,,,,,,,,
oc298,,SC 1077,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull ,Skull sawed in half ,,Mammal;Carnivore;Canine;Coyote;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc299,oc298,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1077.jpg,/objects/small/sc1077_sm.jpg,/objects/thumbs/sc1077_th.jpg,
oc300,,SC 1078,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull ,Skull sawed in half ,,Mammal;Carnivore;Canine;Coyote;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,/objects/sc1078.jpg,/objects/small/sc1078_sm.jpg,/objects/thumbs/sc1078_th.jpg,
oc301,oc300,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1078r.jpg,/objects/small/sc1078r_sm.jpg,/objects/thumbs/sc1078r_th.jpg,
oc302,oc300,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,,,,
oc303,,SC 1079,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull ,Skull sawed in half ,,Mammal;Carnivore;Canine;Coyote;Skull,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc304,oc303,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1079.jpg,/objects/small/sc1079_sm.jpg,/objects/thumbs/sc1079_th.jpg,
oc305,oc303,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,,,,
oc306,,SC 1382,Canis lupus familiaris ,Domestic Dog ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull Bones ,Specimen includes posterior skull bones ,,Mammal;Carnivore;Canine;Dog;Skull;Fractured,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc307,oc306,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1382r.jpg,/objects/small/sc1382r_sm.jpg,/objects/thumbs/sc1382r_th.jpg,
oc308,oc306,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,,,,
oc309,,SC 1383,Canis lupus familiaris ,Domestic Dog ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull Bones ,Specimen includes posterior skull bones ,,Mammal;Carnivore;Canine;Dog;Skull;Fractured,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc310,oc309,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1383.jpg,/objects/small/sc1383_sm.jpg,/objects/thumbs/sc1383_th.jpg,
oc311,oc309,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,,,,
oc312,,SC 1384,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull Bones ,Specimen includes anterior skull bones sawed in half ,,Mammal;Carnivore;Canine;Coyote;Skull;Fractured,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc313,oc312,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1384.jpg,/objects/small/sc1384_sm.jpg,/objects/thumbs/sc1384_th.jpg,
oc314,oc312,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,,,,
oc315,,SC 1385,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull Bones ,Specimen includes anterior skull bones sawed in half ,,Mammal;Carnivore;Canine;Coyote;Skull;Fractured,,,,,Image;StillImage,image/jpg,artifact,compound_object,,,,,
oc316,oc315,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1385.jpg,/objects/small/sc1385_sm.jpg,/objects/thumbs/sc1385_th.jpg,
oc317,oc315,,,,,,,,,,,,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,,,,
oc318,,SC 1386,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Canidae ,Skull Bones ,"Specimen includes frontal, nasal bones and cheek teeth ",,Mammal;Carnivore;Canine;Coyote;Skull;Fractured,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1386.jpg,/objects/small/sc1386_sm.jpg,/objects/thumbs/sc1386_th.jpg,
oc319,oc318,,,,,,,,,,,,,,,,,,,,,,,,
oc320,,SC 1387,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Canidae ,Mandible ,Specimen Broken ,,Mammal;Carnivore;Canine;Coyote;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1387.jpg,/objects/small/sc1387_sm.jpg,/objects/thumbs/sc1387_th.jpg,
oc321,oc320,,,,,,,,,,,,,,,,,,,,,,,,
oc322,,SC 1391,Canis lupus ,"Gray, Timber Wolf ",Mammalia,Carnivora ,Caniformia ,Canidae ,Mandible ,,,Mammal;Carnivore;Canine;Wolf;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1391.jpg,/objects/small/sc1391_sm.jpg,/objects/thumbs/sc1391_th.jpg,
oc323,oc322,,,,,,,,,,,,,,,,,,,,,,,,
oc324,,SC 1054,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Caniformia ,Skull ,,,Mammal;Carnivore;Canine;Coyote;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1054.jpg,/objects/small/sc1054_sm.jpg,/objects/thumbs/sc1054_th.jpg,
oc325,oc324,,,,,,,,,,,,,,,,,,,,,,,,
oc326,,SC 1055,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Caniformia ,Skull ,,,Mammal;Carnivore;Canine;Coyote;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1055.jpg,/objects/small/sc1055_sm.jpg,/objects/thumbs/sc1055_th.jpg,
oc327,oc326,,,,,,,,,,,,,,,,,,,,,,,,
oc328,,SC 1057,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Caniformia ,Skull ,,,Mammal;Carnivore;Canine;Coyote;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1057.jpg,/objects/small/sc1057_sm.jpg,/objects/thumbs/sc1057_th.jpg,
oc329,oc328,,,,,,,,,,,,,,,,,,,,,,,,
oc330,,SC 1058,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Caniformia ,Skull ,Zygomatic processes broken ,,Mammal;Carnivore;Canine;Coyote;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1058.jpg,/objects/small/sc1058_sm.jpg,/objects/thumbs/sc1058_th.jpg,
oc331,oc330,,,,,,,,,,,,,,,,,,,,,,,,
oc332,,SC 1059,Canis latrans,Coyote ,Mammalia,Carnivora ,Caniformia ,Caniformia ,Skull ,Zygomatic processes and front portion of rostrum broken ,,Mammal;Carnivore;Canine;Coyote;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1059.jpg,/objects/small/sc1059_sm.jpg,/objects/thumbs/sc1059_th.jpg,
oc333,oc332,,,,,,,,,,,,,,,,,,,,,,,,
oc334,,SC 1014,Panthera leo or Panthera tigris ,Lion or Tiger,Mammalia,Carnivora ,Feliformia ,Felidae ,"Mounted skull, mandible ",,,Mammal;Carnivore;Feline;Cat;Mounted;Skull;Mandible,,,,,,,,,,,,,
oc335,oc334,,,,,,,,,,,,,,,,,,,,,,,,
oc336,,SC 1023,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,"Full skeleton, mounted",,,Mammal;Carnivore;Feline;Cat;Mounted;Skeleton,,,,,,,,,,,,,
oc337,oc336,,,,,,,,,,,,,,,,,,,,,,,,
oc338,,SC 1024,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,"Mounted skeleton, no skull or mandible ",,,Mammal;Carnivore;Feline;Cat;Mounted;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1024f.jpg,/objects/small/sc1024f_sm.jpg,/objects/thumbs/sc1024f_th.jpg,
oc339,oc338,,,,,,,,,,,,,,,,,,,,,,,,
oc340,,SC 1025,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,"Monted skeleton, no skull or mandible ",,,Mammal;Carnivore;Feline;Cat;Mounted;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1025r.jpg,/objects/small/sc1025r_sm.jpg,/objects/thumbs/sc1025r_th.jpg,
oc341,oc340,,,,,,,,,,,,,,,,,,,,,,,,
oc342,,SC 1032,Panthera onca ,Jaguar ,Mammalia,Carnivora ,Feliformia ,Felidae ,Skull,Skull cap has been removed. species determination uncertain ,,Mammal;Carnivore;Feline;Cat;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1032.jpg,/objects/small/sc1032_sm.jpg,/objects/thumbs/sc1032_th.jpg,
oc343,oc342,,,,,,,,,,,,,,,,,,,,,,,,
oc344,,SC 1047,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,"Skull, mandible ",skull and mandilbe go together with specimen #1024 (mounted skeleton) ,,Mammal;Carnivore;Feline;Cat;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1047.jpg,/objects/small/sc1047_sm.jpg,/objects/thumbs/sc1047_th.jpg,
oc345,oc344,,,,,,,,,,,,,,,,,,,,,,,,
oc346,,SC 1072,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,"Skull, mandible ",,,Mammal;Carnivore;Feline;Cat;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1072f.jpg,/objects/small/sc1072f_sm.jpg,/objects/thumbs/sc1072f_th.jpg,
oc347,oc346,,,,,,,,,,,,,,,,,,,,,,,,
oc348,,SC 1073,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,Skull ,Skull sawed in half ,,Mammal;Carnivore;Feline;Cat;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1073f.jpg,/objects/small/sc1073f_sm.jpg,/objects/thumbs/sc1073f_th.jpg,
oc349,oc348,,,,,,,,,,,,,,,,,,,,,,,,
oc350,,SC 1074,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,Skull ,Skull sawed in half ,,Mammal;Carnivore;Feline;Cat;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1074f.jpg,/objects/small/sc1074f_sm.jpg,/objects/thumbs/sc1074f_th.jpg,
oc351,oc350,,,,,,,,,,,,,,,,,,,,,,,,
oc352,,SC 1374,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,Full Skeleton ,Skeleton disarticulated,,Mammal;Carnivore;Feline;Cat;Mounted;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,,,,
oc353,oc352,,,,,,,,,,,,,,,,,,,,,,,,
oc354,,SC 1377,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,Skull ,Skull sawed in half ,,Mammal;Carnivore;Feline;Cat;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1377f.jpg,/objects/small/sc1377f_sm.jpg,/objects/thumbs/sc1377f_th.jpg,
oc355,oc354,,,,,,,,,,,,,,,,,,,,,,,,
oc356,,SC 1378,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,Skull Bones ,Specimen includes rostrum ,,Mammal;Carnivore;Feline;Cat;Skull;Fractured,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1378.jpg,/objects/small/sc1378_sm.jpg,/objects/thumbs/sc1378_th.jpg,
oc357,oc356,,,,,,,,,,,,,,,,,,,,,,,,
oc358,,SC 1379,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,Skull Bones ,"Specimen includes half of skull, posterior skull bones ",,Mammal;Carnivore;Feline;Cat;Skull;Fractured,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1379f.jpg,/objects/small/sc1379f_sm.jpg,/objects/thumbs/sc1379f_th.jpg,
oc359,oc358,,,,,,,,,,,,,,,,,,,,,,,,
oc360,,SC 1380,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,Skull Bones ,Specimen includes posterior skull bones ,,Mammal;Carnivore;Feline;Cat;Skull;Fractured,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1380.jpg,/objects/small/sc1380_sm.jpg,/objects/thumbs/sc1380_th.jpg,
oc361,oc360,,,,,,,,,,,,,,,,,,,,,,,,
oc362,,SC 1381,Felis catus ,Domestic Cat ,Mammalia,Carnivora ,Feliformia ,Felidae ,Mandible ,Specimen broke in two ,,Mammal;Carnivore;Feline;Cat;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1381.jpg,/objects/small/sc1381_sm.jpg,/objects/thumbs/sc1381_th.jpg,
oc363,oc362,,,,,,,,,,,,,,,,,,,,,,,,
oc364,,SC 1082,Mephitis mephitis,Striped Skunk ,Mammalia,Carnivora ,Caniformia,Mephitadae ,"Skull, mandible ",,,Mammal;Carnivore;Skunk;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1082.jpg,/objects/small/sc1082_sm.jpg,/objects/thumbs/sc1082_th.jpg,
oc365,oc364,,,,,,,,,,,,,,,,,,,,,,,,
oc366,,SC 1081,Martes americana,American Marten,Mammalia,Carnivora ,Caniformia,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Marten;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1081.jpg,/objects/small/sc1081_sm.jpg,/objects/thumbs/sc1081_th.jpg,
oc367,oc366,,,,,,,,,,,,,,,,,,,,,,,,
oc368,,SC 1031,Enhydra lutris ,Sea Otter,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Otter;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1031.jpg,/objects/small/sc1031_sm.jpg,/objects/thumbs/sc1031_th.jpg,
oc369,oc368,,,,,,,,,,,,,,,,,,,,,,,,
oc370,,SC 1063,Lutra canadensis,River Otter,Mammalia,Carnivora ,Caniformia,Mustelidae ,Skull ,,,Mammal;Carnivore;Otter;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1063.jpg,/objects/small/sc1063_sm.jpg,/objects/thumbs/sc1063_th.jpg,
oc371,oc370,,,,,,,,,,,,,,,,,,,,,,,,
oc372,,SC 1026,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Full skeleton, mounted",In glass case,,Mammal;Carnivore;Mink:Mounted:Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1026.jpg,/objects/small/sc1026_sm.jpg,/objects/thumbs/sc1026_th.jpg,
oc373,oc372,,,,,,,,,,,,,,,,,,,,,,,,
oc374,,SC 1027,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Full skeleton, mounted",In glass case,,Mammal;Carnivore;Mink:Mounted:Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1027.jpg,/objects/small/sc1027_sm.jpg,/objects/thumbs/sc1027_th.jpg, 
oc375,oc374,,,,,,,,,,,,,,,,,,,,,,,,
oc376,,SC 1050,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1050.jpg,/objects/small/sc1050_sm.jpg,/objects/thumbs/sc1050_th.jpg,
oc377,oc376,,,,,,,,,,,,,,,,,,,,,,,,
oc378,,SC 1110,Neogale vison ,American Mink ,Mammalia,Carnivora ,Caniformia ,Mustelidae ,"Skull, mandible ",,,Mammal;Carnivore;Mink;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1110.jpg,/objects/small/sc1110_sm.jpg,/objects/thumbs/sc1110_th.jpg,
oc379,oc378,,,,,,,,,,,,,,,,,,,,,,,,
