objectid,parentid,item_code,title,commonname,class,order,suborder,family,bone_type,notes,location,subject,cabinet,source,rights,rightsstatement,type,format,group,display_template,language,object_location,image_small,image_thumb,
oc607,,SC 1211,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,"Skull, mandible",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc608,,SC 1212,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,"Skull, mandible",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc609,,SC 1213,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,"Skull, mandible",,,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc610,,SC 1214,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,"Skull, mandible","Male specimen, Collected: 10/9/1949",,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc611,,SC 1215,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,Skull ,,,Mammal;Rodent;Mouse;Skull,,,,,,,,,,,,,
oc612,,SC 1216,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,Skull ,,,Mammal;Rodent;Mouse;Skull,,,,,,,,,,,,,
oc613,,SC 1217,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,Skull ,Rostrum broken off. Species determination uncertain ,,Mammal;Rodent;Mouse;Skull,,,,,,,,,,,,,
oc614,,SC 1218,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,Skull,Skull broken,,Mammal;Rodent;Mouse;Skull,,,,,,,,,,,,,
oc615,,SC 1232,Mus musculus ,House mouse ,Mammalia,Rodentia,Myomorpha ,Muridae,"Skull, mandible","Skull broken, species determination uncertain ",,Mammal;Rodent;Mouse;Skull;Mandible,,,,,,,,,,,,,
oc616,,SC 1049,Marmota monax ,Groundhog,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ",,,Mammal;Rodent;Skull;Mandible,,,,,,,,,,,,,
oc617,,SC 1084,Marmota monax ,Groundhog,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ",,,Mammal;Rodent;Skull;Mandible,,,,,,,,,,,,,
oc618,,SC 1085,Marmota monax ,Groundhog,Mammalia,Rodentia,Sciuromorpha,Sciuridae,Skull ,,,Mammal;Rodent;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1085r.jpg,/objects/small/sc1085r_sm.jpg,/objects/thumbs/sc1085r_th.jpg,
oc619,,SC 1086,Marmota monax ,Groundhog,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ",,,Mammal;Rodent;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1086r.jpg,/objects/small/sc1086r_sm.jpg,/objects/thumbs/sc1086r_th.jpg,
oc620,,SC 1087,Marmota monax ,Groundhog,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ",Rostrum broken ,,Mammal;Rodent;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1087r.jpg,/objects/small/sc1087r_sm.jpg,/objects/thumbs/sc1087r_th.jpg,
oc621,,SC 1088,Marmota monax ,Groundhog,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ","Premaxillary, occipital browken ",,Mammal;Rodent;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1088.jpg,/objects/small/sc1088_sm.jpg,/objects/thumbs/sc1088_th.jpg,
oc622,,SC 1103,Sciurus niger,Eastern Fox Squirrel ,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ",,,Mammal;Rodent;Squirrel;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1103.jpg,/objects/small/sc1103_sm.jpg,/objects/thumbs/sc1103_th.jpg,
oc623,,SC 1104,Sciurus carolinensis,Gray Squirrel,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ",,,Mammal;Rodent;Squirrel;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1104.jpg,/objects/small/sc1104_sm.jpg,/objects/thumbs/sc1104_th.jpg,
oc624,,SC 1105,Sciurus carolinensis,Gray Squirrel,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ",,,Mammal;Rodent;Squirrel;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1105.jpg,/objects/small/sc1105_sm.jpg,/objects/thumbs/sc1105_th.jpg,
oc625,,SC 1106,Sciurus carolinensis,Gray Squirrel,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ",,,Mammal;Rodent;Squirrel;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1106.jpg,/objects/small/sc1106_sm.jpg,/objects/thumbs/sc1106_th.jpg,
oc626,,SC 1107,Sciurus carolinensis,Gray Squirrel,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ",,,Mammal;Rodent;Squirrel;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1107.jpg,/objects/small/sc1107_sm.jpg,/objects/thumbs/sc1107_th.jpg,
oc627,,SC 1108,Sciurus griseus ,Western Gray Squirrel,Mammalia,Rodentia,Sciuromorpha,Sciuridae,Skull,,,Mammal;Rodent;Squirrel;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1108.jpg,/objects/small/sc1108_sm.jpg,/objects/thumbs/sc1108_th.jpg,
oc628,,SC 1134,Tamias dorsalis,Cliff Chipmunk,Mammalia,Rodentia,Sciuromorpha,Sciuridae,Skull,,,Mammal;Rodent;Chipmunk;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1134.jpg,/objects/small/sc1134_sm.jpg,/objects/thumbs/sc1134_th.jpg,
oc629,,SC 1135,Tamias ,Chipmunk,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible ",,,Mammal;Rodent;Chipmunk;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1135r.jpg,/objects/small/sc1135r_sm.jpg,/objects/thumbs/sc1135r_th.jpg,
oc630,,SC 1136,Tamias ,Chipmunk,Mammalia,Rodentia,Sciuromorpha,Sciuridae,Skull  ,,,Mammal;Rodent;Chipmunk;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1136.jpg,/objects/small/sc1136_sm.jpg,/objects/thumbs/sc1136_th.jpg,
oc631,,SC 1219,Urocitellus townsendii,Townsend's Ground Squirrel ,Mammalia,Rodentia,Sciuromorpha,Sciuridae,Skull ,,,Mammal;Rodent;Squirrel;Skull,,,,,,,,,,,,,
oc632,,SC 1220,Urocitellus townsendii,Townsend's Ground Squirrel ,Mammalia,Rodentia,Sciuromorpha,Sciuridae,Skull ,,,Mammal;Rodent;Squirrel;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1220.jpg,/objects/small/sc1220_sm.jpg,/objects/thumbs/sc1220_th.jpg,
oc633,,SC 1221,Tamias merriami,Merriam's Chipmunk ,Mammalia,Rodentia,Sciuromorpha,Sciuridae,Skull ,,,Mammal;Rodent;Chipmunk;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1221.jpg,/objects/small/sc1221_sm.jpg,/objects/thumbs/sc1221_th.jpg,
oc634,,SC 1222,Tamias merriami,Merriam's Chipmunk ,Mammalia,Rodentia,Sciuromorpha,Sciuridae,Skull ,,,Mammal;Rodent;Chipmunk;Skull,,,,,,,,,,,,,
oc635,,SC 1223,Neotamias ruficaudus,Red-tailed Chipmunk,Mammalia,Rodentia,Sciuromorpha,Sciuridae,Skull ,,,Mammal;Rodent;Chipmunk;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1223.jpg,/objects/small/sc1223_sm.jpg,/objects/thumbs/sc1223_th.jpg,
oc636,,SC 1224,Neotamias ruficaudus,Red-tailed Chipmunk,Mammalia,Rodentia,Sciuromorpha,Sciuridae,Skull ,Male specimen,,Mammal;Rodent;Chipmunk;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1224.jpg,/objects/small/sc1224_sm.jpg,/objects/thumbs/sc1224_th.jpg,
oc637,,SC 1225,Glaucomys sabrinus ,Northern Flying Squirrel,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible",Female Specimen ,,Mammal;Rodent;Squirrel;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1225r.jpg,/objects/small/sc1225r_sm.jpg,/objects/thumbs/sc1225r_th.jpg,
oc638,,SC 1226,Glaucomys sabrinus ,Northern Flying Squirrel,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible",,,Mammal;Rodent;Squirrel;Skull;Mandible,,,,,,,,,,,,,
oc639,,SC 1228,Glaucomys sabrinus ,Northern Flying Squirrel,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skull, mandible",Skull cap broken off ,,Mammal;Rodent;Squirrel;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1228.jpg,/objects/small/sc1228_sm.jpg,/objects/thumbs/sc1228_th.jpg,
oc640,,SC 1375,Sciurus niger,Eastern Fox Squirrel ,Mammalia,Rodentia,Sciuromorpha,Sciuridae,"Skeleton, no skull ",Skeleton disarticulated,,Mammal;Rodent;Squirrel;Skeleton,,,,,,,,,,,,,
oc641,,SC 1109,,unknown,Mammalia,Rodentia,,,Skull ,"Rostrum broken off, species determination uncertain",,Mammal;Rodent;Skull,,,,,,,,,,,,,
oc642,,SC 2038,Castor canadensis,American Beaver ,Mammalia,Rodentia,Castorimorpha,Castoridae ,"Skull, mandible ",,,Mammal;Rodent;Skull;Mandible,,,,,,,,,,,,,
oc643,,SC1006,Priodontes maximus ,Giant Armadillo ,Mammalia,Xenarthra,Cingulata,Chlamyphoridae,"Full skeleton, mounted",,,Mammal;Mounted;Skeleton,,,,,,,,,,,,,
oc644,,SC 1080,Choloepus hoffmanni ,Two-Toed Sloth,Mammalia,Xenarthra,Flavoria,Choloepodidae,Skull ,,,Mammal;Sloth;Skull,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1080f.jpg,/objects/small/sc1080f_sm.jpg,/objects/thumbs/sc1080f_th.jpg,
oc645,,SC1005,Choloepus hoffmanni ,Two-Toed Sloth,Mammalia,Xenarthra,Flavoria,Choloepodidae,"Full skeleton, mounted",,,Mammal;Sloth;Mounted;Skeleton,,,,,,,,,,,,,
oc646,,SC 1070,Bradypus variegatus,Brown Throated Sloth,Mammalia,Xenarthra,Folivora ,Pilosa ,"Skull, mandible ",,,Mammal;Sloth;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1070.jpg,/objects/small/sc1070_sm.jpg,/objects/thumbs/sc1070_th.jpg,
oc647,,SC 2037,,Rhinocerous or Elephant,Mammalia,,,,Tusk,,,Mammal;Elephant;Tusk,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2037.jpg,/objects/small/sc2037_sm.jpg,/objects/thumbs/sc2037_th.jpg,
oc648,,SC 1371,,unknown,Mammalia,,,,Vertebrae ,Species determination uncertain ,,Mammal;Vertebrae,,,,,,,,,,,,,
oc649,,SC 1372,,unknown,Mammalia,,,,Vertebrae ,Species determination uncertain ,,Mammal;Vertebrae,,,,,,,,,,,,,
oc650,,SC 1461,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,"Skull, Mandible ",,,Reptile;Alligator;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1461.jpg,/objects/small/sc1461_sm.jpg,/objects/thumbs/sc1461_th.jpg,
oc651,oc650,,,,,,,,,,,,,,,,,,,,,,,,
oc652,,SC 1462,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,"Skull, Mandible ",,,Reptile;Alligator;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1462.jpg,/objects/small/sc1462_sm.jpg,/objects/thumbs/sc1462_th.jpg,
oc653,oc652,,,,,,,,,,,,,,,,,,,,,,,,
oc654,,SC 1463,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,"Skull, Mandible ",,,Reptile;Alligator;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1463.jpg,/objects/small/sc1463_sm.jpg,/objects/thumbs/sc1463_th.jpg,
oc655,oc654,,,,,,,,,,,,,,,,,,,,,,,,
oc656,,SC 1464,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,"Skull, Mandible ",,,Reptile;Alligator;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1464.jpg,/objects/small/sc1464_sm.jpg,/objects/thumbs/sc1464_th.jpg,
oc657,oc656,,,,,,,,,,,,,,,,,,,,,,,,
oc658,,SC 1465,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,"Skull, Mandible",,,Reptile;Alligator;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1465.jpg,/objects/small/sc1465_sm.jpg,/objects/thumbs/sc1465_th.jpg,
oc659,oc658,,,,,,,,,,,,,,,,,,,,,,,,
oc660,,SC 1466,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,"Skull, Mandible",,,Reptile;Alligator;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1466.jpg,/objects/small/sc1466_sm.jpg,/objects/thumbs/sc1466_th.jpg,
oc661,oc660,,,,,,,,,,,,,,,,,,,,,,,,
oc662,,SC 1467,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,"Skull, Mandible",,,Reptile;Alligator;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1467.jpg,/objects/small/sc1467_sm.jpg,/objects/thumbs/sc1467_th.jpg,
oc663,oc662,,,,,,,,,,,,,,,,,,,,,,,,
oc664,,SC 1468,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,"Skull, Mandible",,,Reptile;Alligator;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1468.jpg,/objects/small/sc1468_sm.jpg,/objects/thumbs/sc1468_th.jpg,
oc665,oc664,,,,,,,,,,,,,,,,,,,,,,,,
oc666,,SC 1469,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,Full Mounted Skeleton ,,,Reptile;Alligator;Mounted;Skeleton,,,,,,,,,,,,,
oc667,oc666,,,,,,,,,,,,,,,,,,,,,,,,
oc668,,SC 1470,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,Full Mounted Skeleton ,,,Reptile;Alligator;Mounted;Skeleton,,,,,,,,,,,,,
oc669,,SC 1471,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,Vertebrae ,,,Reptile;Alligator;Vertebrae,,,,,,,,,,,,,
oc670,,SC 1472,Alligator mississippiensis,American Alligator,Reptilia,Crocodylia,Eusuchia,Alligatoridae,"Skull, Mandible ",,,Reptile;Alligator;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1472.jpg,/objects/small/sc1472_sm.jpg,/objects/thumbs/sc1472_th.jpg,
oc671,,SC 1473,Chelydra serpentina,Common Snapping Turtle  ,Reptilia,Testudines,Cryptodira,Chelydridae,"Mounted Skeleton, no skull or mandible ",,,Reptile;Turtle;Snapper;Mounted;Skeleton,,,,,,,,,,,,,
oc672,,SC 1476,Chelydra serpentina,Common Snapping Turtle  ,Reptilia,Testudines,Cryptodira,Chelydridae,Complete Skeleton ,,,Reptile;Turtle;Snapper;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1476f.jpg,/objects/small/sc1476f_sm.jpg,/objects/thumbs/sc1476f_th.jpg,
oc673,,SC 1477,Chelydra serpentina,Common Snapping Turtle  ,Reptilia,Testudines,Cryptodira,Chelydridae,"Skull, mandible ",,,Reptile;Turtle;Snapper;Skull;Manible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1477.jpg,/objects/small/sc1477_sm.jpg,/objects/thumbs/sc1477_th.jpg,
oc674,,SC 1478,Chelydra serpentina,Common Snapping Turtle  ,Reptilia,Testudines,Cryptodira,Chelydridae,"Skull, mandible ",,,Reptile;Turtle;Snapper;Skull;Manible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1478.jpg,/objects/small/sc1478_sm.jpg,/objects/thumbs/sc1478_th.jpg,
oc675,,SC 1479,Chelydra serpentina,Common Snapping Turtle  ,Reptilia,Testudines,Cryptodira,Chelydridae,"Skull, mandible ",,,Reptile;Turtle;Snapper;Skull;Manible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1479.jpg,/objects/small/sc1479_sm.jpg,/objects/thumbs/sc1479_th.jpg,
oc676,,SC 1480,Chelydra serpentina,Common Snapping Turtle  ,Reptilia,Testudines,Cryptodira,Chelydridae,Mandible ,,,Reptile;Turtle;Snapper;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1480r.jpg,/objects/small/sc1480r_sm.jpg,/objects/thumbs/sc1480r_th.jpg,
oc677,,SC 2016,Chelydra serpentina,Common Snapping Turtle  ,Reptilia,Testudines,Cryptodira,Chelydridae,Foot,,,Reptile; Turtle;Snapper;Foot,,,,,,,,,,,,,
oc678,,SC 1481,Cheloniidae sp. ,Sea Turtle ,Reptilia,Testudines,N/A,Cheloniidae,"Skull, mandible ",,,Reptile;Turtle;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1481.jpg,/objects/small/sc1481_sm.jpg,/objects/thumbs/sc1481_th.jpg,
oc679,,SC 1482,Cheloniidae sp. ,Sea Turtle ,Reptilia,Testudines,N/A,Cheloniidae,"Skull, mandible ",,,Reptile;Turtle;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1482.jpg,/objects/small/sc1482_sm.jpg,/objects/thumbs/sc1482_th.jpg,
oc680,,SC 2002,Cheloniidae sp. ,Sea Turtle ,Reptilia,Testudines,N/A,Cheloniidae,"Skull, mandible ",,,Reptile;Turtle;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2002.jpg,/objects/small/sc2002_sm.jpg,/objects/thumbs/sc2002_th.jpg,
oc681,,SC 1483,Macroclemys temminckii,Alligator Snapping Turtle ,Reptilia,Testudines,Cryptodira,Chelydridae,"Skull, mandible ",,,Reptile;Turtle;Snapper;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1483.jpg,/objects/small/sc1483_sm.jpg,/objects/thumbs/sc1483_th.jpg,
oc682,,SC 1484,Iguana sp. ,Iguana,Reptilia,Squamata,Iguania ,Iguanidae,"Skull, mandible ",,,Reptile;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1484.jpg,/objects/small/sc1484_sm.jpg,/objects/thumbs/sc1484_th.jpg,
oc683,,SC 1485,Squamata sp. ,,Reptilia,Squamata,,,"Skull, mandible, vertebrae ",,,Reptile;Skull;Mandible;Vertebrae;Articulated,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1485.jpg,/objects/small/sc1485_sm.jpg,/objects/thumbs/sc1485_th.jpg,
oc684,,SC 1486,Squamata sp. ,,Reptilia,Squamata,,,"Skull, Mandible ",,,Reptile;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1486.jpg,/objects/small/sc1486_sm.jpg,/objects/thumbs/sc1486_th.jpg,
oc685,,SC 1487,Squamata sp. ,,Reptilia,Squamata,,,"Skull, Mandible ",,,Reptile;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1487.jpg,/objects/small/sc1487_sm.jpg,/objects/thumbs/sc1487_th.jpg,
oc686,,SC 1488,Crotalus atrox ,Western Diamondback Rattlesnake ,Reptilia,Squamata,Serpentes ,Viperidae,"Skull, Mandible ",,,Reptile;Snake;Skull;Mandible,,,,,,,,,,,,,
oc687,,SC 1489,Pituophis catenifer sayi,Bullsnake,Reptilia,Squamata,Serpentes ,Colubridae,"Skull, Mandible",,,Reptile;Snake;Skull;Mandible,,,,,,,,,,,,,
oc688,,SC 1490,Python sp. ,Python ,Reptilia,Squamata,Serpentes ,Pythonidae,"Skull, Mandible",,,Reptile;Snake;Skull;Mandible,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1490.jpg,/objects/small/sc1490_sm.jpg,/objects/thumbs/sc1490_th.jpg,
oc689,,SC 1491,Serpentes sp. ,,Reptilia,Squamata,Serpentes ,,Mounted Skeleton ,,,Reptile;Snake;Mounted;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc1491.jpg,/objects/small/sc1491_sm.jpg,/objects/thumbs/sc1491_th.jpg,
oc690,,SC 2015,Testudines sp. ,Turtle ,Reptilia,Testudines,,,Fossilized Shell ,,,Reptile;Turtle;Shell;Fossil,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2015r.jpg,/objects/small/sc2015r_sm.jpg,/objects/thumbs/sc2015r_th.jpg,
oc691,,SC 2020, Carcharhinus brevipinna,Spinner Shark,Chondrichthyes,Carcharhiniformes,Carcharhinoidei,Carcharhinidae,Jaw ,,,Shark;Marine;Jaw,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2020.jpg,/objects/small/sc2020_sm.jpg,/objects/thumbs/sc2020_th.jpg,
oc692,,SC 2022,Otodus megalodon,Megalodon ,Chondrichthyes, Lamniformes,Selachii ,Otodontidae ,Tooth,,,Shak;Marine;Tooth;Fossil;Extinct,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2022.jpg,/objects/small/sc2022_sm.jpg,/objects/thumbs/sc2022_th.jpg,
oc693,,SC 2023,Otodus chubutensis or Otodus angustidens,Megalodon Ancestors,Chondrichthyes, Lamniformes,Selachii ,Otodontidae ,Tooth,,,Shak;Marine;Tooth;Fossil;Extinct,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2023.jpg,/objects/small/sc2023_sm.jpg,/objects/thumbs/sc2023_th.jpg,
oc694,,SC 2024,Chondrichthyes sp. ,Shark,Chondrichthyes,,,,Tooth,,,Shak;Tooth;Fossil,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2024.jpg,/objects/small/sc2024_sm.jpg,/objects/thumbs/sc2024_th.jpg,
oc695,,SC 2025,Hippocampus sp.,Seahorse,Actinopterygii,Syngnathiformes,,Syngnathidae,Dried Skeleton,,,Fish;Marine;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2025.jpg,/objects/small/sc2025_sm.jpg,/objects/thumbs/sc2025_th.jpg,
oc696,,SC 2026,Hippocampus sp.,Seahorse,Actinopterygii,Syngnathiformes,,Syngnathidae,Dried Skeleton,,,Fish;Marine;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2026.jpg,/objects/small/sc2026_sm.jpg,/objects/thumbs/sc2026_th.jpg,
oc697,,SC 2027,Hippocampus sp. ,Seahorse,Actinopterygii,Syngnathiformes,,Syngnathidae,Dried Skeleton,,,Fish;Marine;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2027.jpg,/objects/small/sc2027_sm.jpg,/objects/thumbs/sc2027_th.jpg,
oc698,,SC 2028,Hippocampus sp. ,Seahorse,Actinopterygii,Syngnathiformes,,Syngnathidae,Dried Skeleton,,,Fish;Marine;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2028.jpg,/objects/small/sc2028_sm.jpg,/objects/thumbs/sc2028_th.jpg,
oc699,,SC 2029,Tetraodontidae sp. ,Pufferfish,Actinopteri,Tetraodontiformes,Tetraodontoidei,Tetraodontidae,Dried Skeleton,,,Fish;Marine;Skeleton,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2029.jpg,/objects/small/sc2029_sm.jpg,/objects/thumbs/sc2029_th.jpg,
oc700,,SC 2021,Rajidae sp. ,Skates,Chondrichthyes,Rajiformes,,Rajidae,Egg,,,Fish;Marine;Egg,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2021.jpg,/objects/small/sc2021_sm.jpg,/objects/thumbs/sc2021_th.jpg,
oc701,,SC 2003,Notorynchus primigenius,Prehistoric Cow Shark,Chondrichthyes,Hexanchiformes,Hexanchoidei ,Hexanchidae,Fossilized Teeth ,,,Shark;Marine;Tooth;Fossil;Extinct,,,,,Image;StillImage,image/jpg,artifact,artifact_image,,/objects/sc2003.jpg,/objects/small/sc2003_sm.jpg,/objects/thumbs/sc2003_th.jpg,
